"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","s",,"50","1713312587207","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","50","1713312587335","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"51","1713312587335","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","51","1713312587432","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"52","1713312587433","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","f","","52","1713312587599","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"53","1713312587599","design1.txt","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit","o","","53","1713312587695","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"54","1713312587696","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","r","","54","1713312587766","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"55","1713312587767","design1.txt","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit"," ","","55","1713312587865","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"56","1713312587865","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","56","1713312587935","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"57","1713312587935","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","57","1713312587993","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"58","1713312587993","design1.txt","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","i","","58","1713312588071","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"59","1713312588072","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","s","","59","1713312588168","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"60","1713312588168","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","60","1713312588248","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"61","1713312588249","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","o","","61","1713312588369","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"62","1713312588369","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","n","","62","1713312588606","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"63","1713312588606","design1.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","e","","63","1713312588703","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"64","1713312588703","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","64","1713312588775","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"65","1713312588775","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","e","","65","1713312589142","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"66","1713312589142","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Action","Backspace",,,"1713312589495","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","65","1713312589507","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","64","1713312590031","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","e","63","1713312590183","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","n","62","1713312590321","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","o","61","1713312590672","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","61","1713312590956","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"62","1713312590956","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","62","1713312591063","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"63","1713312591064","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","63","1713312591136","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"64","1713312591137","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","g","","64","1713312591216","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"65","1713312591216","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","e","","65","1713312591343","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"66","1713312591343","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","","e","65","1713312591839","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","65","1713312592310","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"66","1713312592311","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","","e","65","1713312592664","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","g","64","1713312592766","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","a","63","1713312592975","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312590031","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","64","1713312590032","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312590183","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","63","1713312590184","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312590320","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","62","1713312590321","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312590639","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","61","1713312590673","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","61","1713312590956","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"62","1713312590956","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","62","1713312591063","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"63","1713312591064","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","63","1713312591136","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"64","1713312591137","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","g","","64","1713312591216","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"65","1713312591216","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","e","","65","1713312591343","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"66","1713312591343","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Action","Backspace",,,"1713312591839","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","65","1713312591840","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","65","1713312592310","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"66","1713312592311","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Action","Backspace",,,"1713312592638","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","65","1713312592664","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312592766","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","g","64","1713312592767","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312592975","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","63","1713312592975","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","i",,"62","1713312590956","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","m",,"63","1713312591064","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"64","1713312591136","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","g",,"65","1713312591216","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","e",,"66","1713312591343","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","e",,"66","1713312592311","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","e",,"59","1713312593816","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","i",,"62","1713312590956","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","m",,"63","1713312591064","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"64","1713312591137","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","g",,"65","1713312591216","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","e",,"66","1713312591343","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","e",,"66","1713312592311","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","e",,"59","1713312593816","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","","m","62","1713312593137","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","i","61","1713312593279","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","60","1713312593415","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","s","59","1713312593567","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","i","58","1713312593703","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","58","1713312593816","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"59","1713312593816","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","59","1713312593959","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"60","1713312593959","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","e","","60","1713312594055","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"61","1713312594056","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","61","1713312594192","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"62","1713312594193","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","i","","62","1713312594343","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"63","1713312594343","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","63","1713312594456","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"64","1713312594456","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","64","1713312594599","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"65","1713312594600","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","g","","65","1713312594687","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"66","1713312594687","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","e","","66","1713312594814","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"67","1713312594814","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","67","1713312594990","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"68","1713312594990","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","68","1713312595136","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"69","1713312595137","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","n","","69","1713312595359","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"70","1713312595360","design1.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","e","","70","1713312595448","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"71","1713312595448","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","e","","71","1713312595591","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"72","1713312595592","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","d","","72","1713312595775","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"73","1713312595776","design1.txt","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","g","","73","1713312596047","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"74","1713312596047","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Action","Backspace",,,"1713312593136","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","m","62","1713312593137","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312593278","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","61","1713312593279","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312593415","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","60","1713312593415","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312593566","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","59","1713312593567","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312593702","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","58","1713312593703","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","58","1713312593816","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"59","1713312593816","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","59","1713312593959","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"60","1713312593959","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","e","","60","1713312594055","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"61","1713312594056","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","61","1713312594193","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"62","1713312594193","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","i","","62","1713312594343","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"63","1713312594343","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","63","1713312594456","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"64","1713312594456","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","64","1713312594599","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"65","1713312594600","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","g","","65","1713312594687","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"66","1713312594687","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","e","","66","1713312594814","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"67","1713312594814","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","67","1713312594990","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"68","1713312594990","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","68","1713312595136","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"69","1713312595137","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","n","","69","1713312595359","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"70","1713312595360","design1.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","e","","70","1713312595448","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"71","1713312595448","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","e","","71","1713312595591","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"72","1713312595592","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","d","","72","1713312595775","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"73","1713312595776","design1.txt","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","g","","73","1713312596047","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"74","1713312596047","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","s",,"60","1713312593959","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"61","1713312594056","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"62","1713312594193","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","i",,"63","1713312594343","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","m",,"64","1713312594456","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"65","1713312594600","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","g",,"66","1713312594687","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","e",,"67","1713312594814","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"68","1713312594990","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"69","1713312595137","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","n",,"70","1713312595360","design1.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","e",,"71","1713312595448","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","e",,"72","1713312595592","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","d",,"73","1713312595776","design1.txt","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","g",,"74","1713312596047","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","s",,"75","1713312596223","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"76","1713312596312","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","s",,"60","1713312593959","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"61","1713312594056","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"62","1713312594193","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","i",,"63","1713312594343","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","m",,"64","1713312594456","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"65","1713312594600","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","g",,"66","1713312594687","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","e",,"67","1713312594814","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"68","1713312594990","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"69","1713312595137","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","n",,"70","1713312595360","design1.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","e",,"71","1713312595448","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","e",,"72","1713312595592","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","d",,"73","1713312595776","design1.txt","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","g",,"74","1713312596047","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","s",,"75","1713312596223","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"76","1713312596312","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","74","1713312596222","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"75","1713312596223","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","75","1713312596312","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"76","1713312596312","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit",""," ","75","1713312596559","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","s","74","1713312596808","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","g","73","1713312597016","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s","","73","1713312597122","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"74","1713312597122","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","74","1713312597185","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"75","1713312597185","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","75","1713312597318","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"76","1713312597319","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","o","","76","1713312597391","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"77","1713312597391","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit"," ","","77","1713312597480","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"78","1713312597480","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","b","","78","1713312597775","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"79","1713312597776","design1.txt","1.1.5 for 2021-2022 @t1",,"b",,,,,
"File.Edit","e","","79","1713312597848","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"80","1713312597848","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","80","1713312597911","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"81","1713312597911","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","74","1713312596222","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"75","1713312596223","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","75","1713312596312","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"76","1713312596312","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1713312596558","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","75","1713312596559","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312596807","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","74","1713312596808","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713312597015","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","g","73","1713312597016","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s","","73","1713312597122","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"74","1713312597122","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","74","1713312597185","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"75","1713312597185","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","75","1713312597319","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"76","1713312597319","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","o","","76","1713312597391","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"77","1713312597391","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit"," ","","77","1713312597480","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"78","1713312597480","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","b","","78","1713312597775","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"79","1713312597776","design1.txt","1.1.5 for 2021-2022 @t1",,"b",,,,,
"File.Edit","e","","79","1713312597848","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"80","1713312597848","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","80","1713312597911","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"81","1713312597911","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","s",,"74","1713312597122","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
